"","ID","Uni","Full_Part","PTY","Current_Year","Course_Duration","Course_Name","Previous_Training","Gender","UKRN","timepoint","Knowledge_Replication","Knowledge_Materials","Knowledge_Education","Knowledge_Access","Knowledge_Data","Knowledge_Power","Knowledge_Preregistration","Knowledge_Preprint","Knowledge_Score_Total","Knowledge_Score_Mean","crisis_aware","crisis_learnt","crisis_explain","os_explain","os_learnt","Knowledge_Completed"
"322",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323",331,"UKRN08","Full-time","Yes","Year 1","4","Psychology ","Yes","Female ","UKRN",1,4,4,4,4,4,4,4,4,32,32,1,1,1,1,1,1
"324",332,"UKRN06","Full-time","No","Year 2","3","Psychology BSc","Yes","Female","UKRN",1,3,3,3,3,3,3,3,3,24,24,1,1,0,1,1,1
"325",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330",339,"UKRN01","Full-time","Yes","Year 1","3","Psychology","Yes","Male","UKRN",1,4,4,3,2,3,3,3,3,25,25,1,0,0,0,0,1
"331",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332",341,"UNI19","Full-time","No","Final Year","3","BSc Psychology ","Yes","Female","Non-UKRN",1,4,4,4,1,1,1,3,3,21,21,1,1,1,0,0,1
"333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335",344,"UNI19","Full-time","No","Year 2","3","Psychology","No","Male","Non-UKRN",1,4,4,3,0,1,1,3,3,19,19,1,1,1,0,0,1
"336",345,"UNI21","Full-time","Other (Please specify)","Year 2","3","BSc Psychology","No","Female","Non-UKRN",1,4,3,3,1,0,1,3,3,18,18,1,1,1,0,0,1
"337",346,"UNI21","Full-time","No","Final Year","3","BSc Psychology ","No","Female ","Non-UKRN",1,0,4,2,0,1,4,4,3,18,18,1,1,1,0,1,1
"338",347,"UNI21","Full-time","Other (Please specify)","Year 1","3","BSc Psychology ","No","Female","Non-UKRN",1,3,3,4,1,1,3,3,3,21,21,1,1,1,0,0,1
"339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340",349,"UNI21","Full-time","Other (Please specify)","Year 2","3","Psychology ","No","Female ","Non-UKRN",1,4,4,3,3,1,1,3,3,22,22,1,1,0,0,0,1
"341",350,"UNI21","Full-time","Other (Please specify)","Placement Year","3","BSc psychology","Yes","Male","Non-UKRN",1,4,4,4,0,1,3,4,3,23,23,1,1,1,0,0,1
"342",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343",352,"UNI19","Full-time","No","Final Year","3","BSc Psychology","Yes","female","Non-UKRN",1,4,4,4,0,0,3,4,3,22,22,1,1,1,1,0,1
"344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346",355,"UNI21","Full-time","Other (Please specify)","Placement Year","3","BSc (Hons) Psychology","Yes","Female","Non-UKRN",1,4,3,2,1,1,3,4,3,21,21,1,0,1,1,1,1
"347",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349",358,"UNI21","Full-time","No","Year 2","3","BSc Psychology ","No","Female","Non-UKRN",1,3,1,1,1,1,3,3,3,16,16,1,0,1,0,0,1
"350",359,"UNI21","Full-time","Other (Please specify)","Year 1","3","Psychology ","No","Female","Non-UKRN",1,3,1,3,1,1,3,3,3,18,18,1,0,1,1,1,1
"351",360,"UNI21","Full-time","Other (Please specify)","Year 1","3","Psychology ","No","Female ","Non-UKRN",1,4,3,3,1,1,3,3,2,20,20,1,1,1,0,0,1
"352",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354",363,"UNI22","Full-time","No","Final Year","4","Psychology BSc","Yes","Male","Non-UKRN",1,3,3,3,0,0,1,2,2,14,14,1,1,0,1,1,1
"355",364,"UNI22","Full-time","No","Year 2","3","Psychology ","Yes","Male ","Non-UKRN",1,3,3,3,1,1,3,4,4,22,22,1,1,0,0,1,1
"356",365,"UNI21","Full-time","Yes","Year 1","3","Psychology ","No","Female","Non-UKRN",1,4,3,4,3,0,3,4,3,24,24,1,1,1,1,1,1
"357",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360",369,"UNI19","Full-time","No","Year 2","3","Psychology Bsc","Yes","Female","Non-UKRN",1,4,4,4,2,1,4,1,3,23,23,1,1,1,0,1,1
"361",370,"UNI21","Full-time","Yes","Year 2","4","Psychology","No","Female","Non-UKRN",1,4,4,4,1,1,3,4,2,23,23,1,1,1,0,0,1
"362",371,"UNI21","Full-time","Other (Please specify)","Placement Year","3","Psychology/ Psychology with year of professional placement ","No","male","Non-UKRN",1,3,4,4,3,0,3,4,4,25,25,1,1,1,1,0,1
"363",372,"UNI21","Full-time","No","Final Year","3","BScHons Psychology","No","Female","Non-UKRN",1,3,3,1,0,1,3,1,1,13,13,1,1,0,0,0,1
"364",373,"UNI22","Full-time","No","Year 2","3","\psychology with criminology","Yes","female","Non-UKRN",1,3,3,1,1,1,3,3,3,18,18,1,0,0,1,0,1
"365",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368",377,"UNI19","Full-time","No","Year 2","3","Psychology ","Yes","Female ","Non-UKRN",1,3,1,2,1,0,1,3,3,14,14,1,0,1,0,0,1
"369",378,"UNI19","Full-time","No","Final Year","3","BSc Psychology","Yes","Male","Non-UKRN",1,3,3,3,1,1,3,1,3,18,18,1,0,1,0,0,1
"370",379,"UNI22","Full-time","No","Year 2","3","psychology with developmental disorders","No","female","Non-UKRN",1,1,1,2,1,1,0,4,4,14,14,1,0,0,0,0,1
"371",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372",381,"UNI22","Full-time","No","Year 1","3","Psychology with behavioural analysis","Yes","Female","Non-UKRN",1,3,3,3,2,3,3,3,3,23,23,1,0,1,0,0,1
"373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375",384,"UNI24","Full-time","No","Final Year","3","Psychology","Yes","Female","Non-UKRN",1,3,3,3,0,0,0,4,3,16,16,1,1,0,0,0,1
"376",385,"UNI24","Full-time","No","Year 1","3","Psychology and criminology ","Yes","Female ","Non-UKRN",1,3,1,3,1,2,3,3,3,19,19,1,0,0,0,0,1
"377",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393",402,"UKRN03","Full-time","No","Year 2","3","Criminology and Psychology","Yes","Female ","UKRN",1,3,3,3,2,1,2,2,3,19,19,1,1,1,0,0,1
"394",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396",405,"UKRN03","Full-time","No","Final Year","3","BSc (hons) Psychology","No","Woman","UKRN",1,4,3,4,3,3,4,4,3,28,28,1,1,1,1,1,1
"397",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399",408,"UKRN03","Full-time","Other (Please specify)","Year 1","4","Psychology and French Studies","Yes","Female ","UKRN",1,3,3,2,0,0,2,4,4,18,18,1,0,1,0,0,1
"400",409,"UKRN03","Full-time","No","Final Year","3","BSc Psychology","Yes","Female","UKRN",1,4,3,4,4,1,3,2,3,24,24,1,1,1,0,0,1
"401",410,"UNI21","Full-time","No","Final Year","3","BSc Psychology","Yes","Female","Non-UKRN",1,4,4,0,0,0,0,4,4,16,16,1,1,1,0,0,1
"402",411,"UKRN03","Full-time","No","Year 1","3","Psychology Bsc","Yes","Female","UKRN",1,3,3,3,3,1,3,3,3,22,22,1,1,1,0,0,1
"403",412,"UNI19","Full-time","No","Year 2","3","Psychology","No","female ","Non-UKRN",1,4,3,3,0,0,3,3,3,19,19,1,1,0,0,0,1
"404",413,"UNI22","Full-time","No","Year 2","3","Sports psychology bsc ","No","Female ","Non-UKRN",1,1,1,3,2,1,1,3,2,14,14,1,0,0,0,0,1
"405",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406",415,"UKRN03","Full-time","No","Year 1","3","BA (hons) Psychology","Yes","Female","UKRN",1,3,2,3,1,0,3,3,2,17,17,1,1,1,0,0,1
"407",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409",418,"UNI25","Full-time","Other (Please specify)","Year 2","3","Psychology ","Yes","Female ","Non-UKRN",1,3,1,2,1,0,1,1,2,11,11,1,1,0,0,1,1
"410",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414",423,"UNI25","Full-time","No","Year 2","3","Psychology","Yes","Female","Non-UKRN",1,4,4,4,4,2,3,3,3,27,27,1,1,1,0,1,1
"415",424,"UKRN03","Full-time","No","Final Year","3","Psychology ","Yes","Female","UKRN",1,1,1,2,2,1,1,4,1,13,13,1,1,1,0,1,1
"416",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417",426,"UKRN03","Full-time","No","Final Year","3","Psychology ","Yes","Female ","UKRN",1,3,2,3,1,0,0,4,3,16,16,1,1,1,0,0,1
"418",427,"UNI25","Full-time","No","Year 2","3","Psychology","Yes","Female","Non-UKRN",1,3,3,3,2,1,2,3,3,20,20,1,1,1,0,1,1
"419",428,"UNI22","Full-time","No","Year 2","3","Psychology with Counselling","No","Female","Non-UKRN",1,4,2,3,1,1,3,4,3,21,21,1,1,0,0,0,1
"420",429,"UKRN03","Full-time","No","Year 1","3","Bachelor of Science in Psychology and Linguistics ","No","Male","UKRN",1,4,4,4,4,3,4,3,3,29,29,1,0,0,0,0,1
"421",430,"UNI25","Full-time","No","Year 2","3","Psychology with Counselling","Yes","Female","Non-UKRN",1,3,3,3,1,0,2,4,1,17,17,1,1,0,1,1,1
"422",431,"UNI21","Full-time","Yes","Placement Year","3","BSC Psychology","Yes","female","Non-UKRN",1,4,3,2,0,0,0,4,2,15,15,1,1,1,0,0,1
"423",432,"UNI25","Full-time","No","Final Year","3","Psychology ","Yes","Female","Non-UKRN",1,3,3,3,1,2,1,3,2,18,18,1,1,1,0,0,1
"424",433,"UKRN03","Full-time","No","Final Year","3","BSc Psychology","Yes","Female","UKRN",1,3,2,3,3,0,1,3,3,18,18,1,1,1,0,0,1
"425",434,"UNI25","Full-time","No","Final Year","3","Psychology BSc","Yes","","Non-UKRN",1,4,3,3,3,0,3,3,1,20,20,1,0,1,0,0,1
"426",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427",436,"UKRN03","Full-time","No","Year 2","3","Psychology ","Yes","Female","UKRN",1,3,3,3,2,1,1,3,3,19,19,1,1,1,0,0,1
"428",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431",440,"UKRN03","Full-time","No","Final Year","3","Psychology ","Yes","Female ","UKRN",1,3,3,1,3,1,1,3,3,18,18,1,1,1,0,0,1
"432",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434",443,"UKRN03","Full-time","No","Year 1","3","BCs Psychology","Yes","Female","UKRN",1,4,3,1,3,0,2,2,3,18,18,1,1,1,0,0,1
"435",444,"UNI21","Full-time","No","Final Year","3","Psychology","Yes","Female","Non-UKRN",1,3,3,1,0,0,0,3,3,13,13,1,0,0,0,0,1
"436",445,"UKRN03","Full-time","No","Year 2","3","Psychology ","Yes","Female ","UKRN",1,3,3,3,0,1,3,3,3,19,19,1,1,1,0,0,1
"437",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443",452,"UKRN03","Full-time","No","Year 2","3","Psychology","Yes","Female","UKRN",1,4,3,4,2,0,4,2,3,22,22,1,0,1,1,1,1
"444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445",454,"UNI21","Full-time","No","Year 1","3","Psychology","Yes","Female","Non-UKRN",1,4,2,3,1,0,0,4,3,17,17,1,1,0,0,0,1
"446",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448",457,"UNI25","Full-time","No","Final Year","3","Psychology ","Yes","Female ","Non-UKRN",1,3,3,3,1,1,1,1,1,14,14,1,1,1,0,0,1
"449",458,"UKRN03","Full-time","No","Year 2","3","BSc (Hons) Psychology","Yes","Female","UKRN",1,3,3,3,1,1,3,3,3,20,20,1,1,1,1,1,1
"450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452",461,"UNI21","Full-time","Other (Please specify)","Placement Year","3","BSc Psychology","No","Female","Non-UKRN",1,4,3,3,2,3,3,3,2,23,23,1,1,0,0,0,1
"453",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454",463,"UNI21","Full-time","No","Year 1","3","BSc Psychology","Yes","Male","Non-UKRN",1,3,3,3,1,3,3,3,1,20,20,1,1,1,1,0,1
"455",464,"UKRN03","Full-time","No","Year 2","4","Psychology (Study Abroad) BSc","Yes","Female","UKRN",1,3,1,3,3,1,1,2,3,17,17,1,1,0,0,0,1
"456",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459",468,"UKRN03","Full-time","No","Final Year","3","Psychology ","Yes","Female","UKRN",1,3,3,3,1,1,1,3,3,18,18,1,1,1,0,0,1
"460",471,"UKRN06","Full-time","No","Year 2","3","psychology bsc","Yes","female","UKRN",1,4,4,4,4,3,3,4,4,30,30,1,1,1,1,1,1
"461",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462",473,"UNI21","Full-time","Other (Please specify)","Placement Year","3","Psychology BSc","No","Female ","Non-UKRN",1,4,1,4,1,1,3,2,1,17,17,1,1,1,0,0,1
"463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465",476,"UNI22","Full-time","No","Year 2","3","Psychology","No","Female","Non-UKRN",1,4,1,3,1,2,2,1,1,15,15,1,1,1,0,0,1
"466",478,"UKRN03","Full-time","No","Final Year","3","Psychology (BSc)","Yes","Male","UKRN",1,3,3,2,3,1,3,3,1,19,19,1,1,1,1,1,1
"467",479,"UKRN03","Full-time","Other (Please specify)","Year 1","4","Bsc Psychology with Study Abroad","Yes","Female","UKRN",1,3,2,3,1,0,2,3,3,17,17,1,0,0,0,0,1
"468",480,"UKRN03","Full-time","No","Year 1","4","Psychology ","Yes","Female","UKRN",1,4,1,3,1,1,3,2,3,18,18,1,0,1,1,1,1
"469",481,"UNI25","Full-time","No","Final Year","3","Psychology ","Yes","Female","Non-UKRN",1,4,3,1,1,0,0,1,3,13,13,1,0,0,0,0,1
"470",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472",484,"UKRN01","Full-time","Yes","Year 2","4","Psychology (BSc Hons)","Yes","Female","UKRN",1,3,3,3,3,1,3,4,2,22,22,1,1,1,0,1,1
"473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474",487,"UNI24","Full-time","No","Year 2","3","Psychology","Yes","Man; Androgynous (feel free to put me in with either men or other)","Non-UKRN",1,3,2,4,2,2,2,3,2,20,20,1,0,0,1,0,1
"475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477",490,"UKRN03","Full-time","No","Year 1","","Psychology (Study abroad) Bsc (Hons)","Yes","Female","UKRN",1,4,4,4,3,1,2,4,4,26,26,1,1,1,0,1,1
"478",491,"UNI21","Full-time","Other (Please specify)","Year 2","3","BSc Psychology","No","Female","Non-UKRN",1,4,3,4,1,0,2,4,3,21,21,1,1,1,1,1,1
"479",492,"UNI24","Full-time","No","Year 2","3","Single honours psychology","No","Male","Non-UKRN",1,4,4,2,1,1,2,3,3,20,20,1,0,0,0,0,1
"480",493,"UNI21","Full-time","No","Year 1","3","Psychology","Yes","female","Non-UKRN",1,0,4,1,1,1,1,3,3,14,14,1,0,1,0,0,1
"481",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482",496,"UNI21","Full-time","Other (Please specify)","Placement Year","3","Psychology ","No","Female","Non-UKRN",1,4,2,4,3,0,3,3,2,21,21,1,0,0,0,0,1
"483",497,"UKRN03","Full-time","No","Year 2","3","Psychology BSc","Yes","Female","UKRN",1,3,3,3,3,1,1,3,3,20,20,1,1,0,0,0,1
"484",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486",500,"UKRN05","Full-time","No","Year 2","3","Sociology with Social Psychology","Yes","Female","UKRN",1,3,1,1,1,1,0,3,3,13,13,1,1,0,1,1,1
