"","ID","Uni","Full_Part","PTY","Current_Year","Course_Duration","Course_Name","Previous_Training","Gender","UKRN","timepoint","Perception_Replication1","Perception_Replication2","Perception_Materials1","Perception_Materials2","Perception_Education1","Perception_Education2","Perception_Access1","Perception_Access2","Perception_Data1","Perception_Data2","Perception_Power1","Perception_Power2","Perception_Preregistration1","Perception_Preregistration2","Perception_Preprint1","Perception_Preprint2","Perception_Score_Total","Perception_Score_Mean","crisis_aware","crisis_learnt","crisis_explain","os_explain","os_learnt","Perception_Completed"
"645",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646",668,"UKRN04","Full-time","No","Final Year","3","Psychology, BSc (Hons)","No","Female ","UKRN",1,2,2,2,2,2,0,2,0,2,-2,2,2,2,2,-2,-2,16,16,1,1,1,0,0,1
"647",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648",670,"UKRN04","Full-time","No","Year 1","3","BSc (Hons) Psychology","No","Female","UKRN",1,2,2,1,2,2,1,2,1,1,2,2,2,1,2,-1,-1,21,21,1,1,1,1,1,1
"649",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650",672,"UKRN04","Full-time","No","Final Year","3","Psychology ","Yes","Male","UKRN",1,2,2,1,2,1,0,-1,0,0,-1,1,2,1,-1,-1,-1,7,7,1,0,0,0,0,1
"651",673,"UKRN04","Full-time","Yes","Year 1","3","Psychology","Yes","female","UKRN",1,2,1,2,1,1,1,0,-1,1,1,1,2,2,2,-1,-1,14,14,1,1,1,1,1,1
"652",674,"UKRN04","Full-time","No","Final Year","3","Criminology with Psychology","Yes","Female","UKRN",1,2,2,1,2,1,1,2,1,0,0,1,2,0,-1,-1,1,14,14,1,0,0,0,0,1
"653",675,"UKRN07","Full-time","No","Final Year","4","Art and Psychology","No","Female","UKRN",1,2,-1,2,0,2,1,2,1,2,2,1,2,2,-2,0,-1,15,15,1,0,0,0,0,1
"654",676,"UKRN04","Full-time","No","Year 1","3","Psychology Bsc","Yes","Female ","UKRN",1,2,2,1,2,-1,2,1,-1,0,1,1,2,-1,2,-1,-2,10,10,1,1,1,0,0,1
"655",677,"UKRN07","Full-time","No","Year 1","3","BSc Psychology","Yes","Woman","UKRN",1,2,2,1,2,2,1,-1,-1,0,-2,1,2,1,1,-1,-2,8,8,1,0,1,1,0,1
"656",695,"UKRN04","Full-time","Other (Please specify)","Year 1","3","Psychology","No","female","UKRN",1,1,2,2,2,2,2,-1,1,2,2,2,2,2,2,-1,-2,20,20,1,1,1,0,1,1
"657",699,"UNI19","Full-time","No","Year 1","3","BSc Psychology ","Yes","Female","Non-UKRN",1,1,1,0,-1,0,0,1,1,0,-1,1,2,0,0,-1,-1,3,3,1,1,1,0,0,1
"658",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659",701,"UKRN04","Full-time","No","Final Year","3","BSc Psychology","Yes","Male","UKRN",1,2,1,2,-2,1,1,1,-2,-1,-1,2,2,0,1,-1,-1,5,5,1,1,1,1,1,1
"660",702,"UKRN04","Full-time","No","Year 1","3","Psychology","No","Female ","UKRN",1,2,1,0,-2,1,1,0,-1,1,-2,1,0,1,1,1,1,6,6,1,1,0,1,1,1
"661",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662",704,"UNI21","Full-time","No","Year 2","3","Psychology ","Yes","Female","Non-UKRN",1,2,1,1,1,-1,0,2,1,1,-1,2,1,1,1,0,1,13,13,1,1,0,0,0,1
"663",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664",707,"UNI20","Full-time","No","Final Year","3","BSc Psychology Hons","Yes","male","Non-UKRN",1,1,1,2,1,1,1,1,1,1,1,0,2,1,1,0,1,16,16,1,1,1,1,0,1
"665",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667",710,"UKRN08","Full-time","No","Final Year","3","Psychology with criminology ","No","Male","UKRN",1,1,1,0,1,1,1,1,1,1,-2,1,2,2,1,0,-1,11,11,1,1,1,1,1,1
"668",711,"UKRN08","Full-time","No","Final Year","3","Psychology ","Yes","Female","UKRN",1,2,1,2,1,0,0,0,-1,1,-2,2,2,1,2,1,-1,11,11,1,1,1,1,1,1
"669",712,"UKRN08","Full-time","No","Final Year","3","BSc (Hong) Psychology","Yes","Female","UKRN",1,-1,2,0,-2,2,-1,2,2,2,-2,1,2,1,-2,-2,1,5,5,1,1,1,1,1,1
"670",714,"UKRN08","Full-time","No","Year 1","3","Psychology ","Yes","Female","UKRN",1,1,0,0,0,-1,1,2,-1,0,-1,1,1,1,1,1,-2,4,4,1,1,1,0,1,1
"671",715,"UKRN08","Full-time","Yes","Year 2","3","Psychology","Yes","Male","UKRN",1,2,2,0,2,1,0,1,1,1,-1,2,2,1,2,1,1,18,18,1,1,1,1,1,1
"672",716,"UKRN08","Full-time","Yes","Placement Year","4","BSc Psychology ","Yes","female ","UKRN",1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,-1,26,26,1,1,1,1,1,1
"673",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674",718,"UKRN08","Full-time","Yes","Year 2","3","Psychology ","Yes","F","UKRN",1,1,1,1,0,1,0,1,1,2,2,1,2,1,-1,0,1,14,14,1,1,1,0,1,1
"675",719,"UKRN08","Full-time","No","Year 1","3","Psychology","Yes","Female","UKRN",1,1,2,0,-2,1,0,1,0,1,-2,1,1,2,1,-1,-2,4,4,1,1,0,0,0,1
"676",720,"UKRN08","Full-time","No","Year 2","3","Bsc (hons) Psychology with Criminology ","Yes","Female","UKRN",1,2,2,1,1,1,2,1,1,1,-1,1,1,2,1,-2,-2,12,12,1,1,1,1,1,1
"677",722,"UKRN08","Full-time","No","Final Year","3","Psychology with Criminology ","Yes","Female ","UKRN",1,1,2,1,1,1,1,0,-1,1,1,1,1,0,-1,0,-1,8,8,1,1,0,0,0,1
"678",723,"UKRN08","Full-time","No","Year 2","3","Psychology BSc","Yes","Female","UKRN",1,2,2,1,2,2,2,2,1,1,1,2,2,1,2,-1,-2,20,20,1,1,1,0,1,1
"679",724,"UKRN08","Full-time","No","Final Year","3","BSc Psychology (Hons)","No","Female","UKRN",1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,-1,27,27,1,1,1,1,1,1
"680",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681",726,"UKRN08","Full-time","No","Year 2","3","BSc Hons Psychology ","Yes","Female","UKRN",1,1,2,-1,1,0,1,1,0,2,2,1,1,-1,-1,-1,-1,7,7,1,0,0,1,0,1
"682",727,"UKRN08","Full-time","Yes","Year 2","3","Psychology BSc","Yes","Female","UKRN",1,2,2,-1,2,2,2,2,2,-1,-1,2,2,2,2,1,1,21,21,1,1,0,1,1,1
"683",728,"UKRN08","Full-time","No","Year 1","4","Psychology with Criminology (BSc) ","Yes","Female","UKRN",1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,-1,-1,10,10,1,1,1,1,1,1
"684",729,"UKRN08","Full-time","No","Year 1","3","Psychology ","No","Female ","UKRN",1,1,1,2,0,0,0,1,1,1,1,2,2,1,2,0,-1,14,14,1,1,1,1,1,1
"685",730,"UKRN08","Full-time","No","Final Year","3","BSc psychology ","Yes","Female","UKRN",1,2,2,2,2,2,2,1,1,2,-2,1,2,2,2,-2,-2,17,17,1,1,1,1,1,1
"686",731,"UKRN08","Full-time","No","Final Year","3","BSc Hons Psychology","Yes","Female","UKRN",1,1,1,1,1,0,-1,1,1,-1,-2,1,2,1,-1,-1,-1,3,3,1,1,1,0,1,1
"687",732,"UKRN08","Full-time","Yes","Placement Year","4","Psychology","Yes","Female","UKRN",1,1,2,1,0,0,1,2,1,2,0,0,1,2,-1,1,1,14,14,1,1,1,1,0,1
"688",733,"UKRN08","Full-time","Yes","Year 2","3","Psychology ","Yes","Male ","UKRN",1,1,2,2,-1,1,0,1,1,1,-2,1,2,0,1,-1,-2,7,7,1,1,1,0,0,1
"689",734,"UKRN08","Full-time","No","Final Year","3","Psychology with criminology ","Yes","Fenale","UKRN",1,2,2,0,2,0,1,1,-1,1,-1,2,-2,2,-1,-1,2,9,9,1,1,0,0,1,1
"690",735,"UKRN08","Full-time","No","Year 1","3","Psychology with Criminology ","No","Female ","UKRN",1,1,2,1,1,0,1,0,0,1,1,1,2,2,1,-1,-1,12,12,1,1,1,1,1,1
"691",736,"UKRN08","Full-time","No","Year 1","3","Psychology ","No","Female","UKRN",1,2,2,2,2,2,1,2,-1,2,1,2,2,2,-2,-1,-2,16,16,1,1,1,0,0,1
"692",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693",740,"UKRN08","Full-time","Yes","Year 1","4","Psychology ","Yes","Male","UKRN",1,1,2,2,1,1,1,2,1,1,0,0,2,1,0,0,-2,13,13,1,1,1,0,0,1
"694",742,"UNI01","Full-time","No","Year 2","3","psychology","Yes","female","Non-UKRN",1,1,-1,1,-2,1,1,1,1,-1,-2,1,0,-1,0,0,-1,-1,-1,1,1,0,0,0,1
"695",743,"UKRN08","Full-time","No","Final Year","3","Psychology","Yes","Female ","UKRN",1,2,2,1,1,1,1,2,1,2,1,1,2,1,0,-1,-1,16,16,1,1,1,0,1,1
"696",744,"UKRN08","Full-time","No","Final Year","3","Psychology ","Yes","Female ","UKRN",1,0,2,0,1,-1,0,1,0,-2,-2,1,2,1,2,-2,-1,2,2,1,0,0,0,1,1
"697",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700",749,"UNI52","Full-time","No","Year 2","3","BSc Psychology ","Yes","Female ","Non-UKRN",1,2,2,0,2,0,-1,2,-2,2,-1,0,1,1,-1,0,-2,5,5,1,0,1,1,1,1
"701",750,"UNI52","Full-time","No","Year 1","3","Psychology","Yes","Female","Non-UKRN",1,2,1,2,2,1,1,2,1,1,1,1,2,2,1,-2,-1,17,17,1,1,1,1,1,1
"702",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703",752,"UNI52","Full-time","No","Year 1","3","Psychology","Yes","Male","Non-UKRN",1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,-2,-2,22,22,1,0,0,0,0,1
"704",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706",755,"UNI52","Full-time","No","Year 2","3","Psychology ","No","Female ","Non-UKRN",1,2,2,-1,1,0,2,2,2,1,-2,2,2,-2,1,-2,-1,9,9,1,1,0,0,0,1
"707",756,"UNI52","Full-time","No","Year 1","3","Psychology ","No","Female ","Non-UKRN",1,1,0,1,1,1,1,2,0,2,-1,1,1,-1,1,-1,0,9,9,1,1,1,0,0,1
"708",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710",759,"UKRN08","Full-time","Yes","Year 2","3","Psychology with Criminology","Yes","Female","UKRN",1,1,1,1,1,1,-1,2,2,-1,-2,1,2,1,0,0,-1,8,8,1,0,1,0,0,1
"711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712",761,"UKRN08","Full-time","No","Year 1","3","Psychology ","Yes","Female","UKRN",1,1,2,0,1,2,2,2,1,2,0,1,2,0,1,-1,-2,14,14,1,1,0,0,0,1
"713",762,"UNI52","Full-time","No","Year 2","3","Psychology","No","Female","Non-UKRN",1,1,2,0,1,1,1,1,0,0,2,1,2,-1,0,-1,0,10,10,1,1,1,0,0,1
"714",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717",766,"UNI52","Full-time","No","Final Year","3","Psychology ","No","Female","Non-UKRN",1,2,2,1,1,1,1,2,2,1,-1,1,2,1,2,-1,-1,16,16,1,0,0,1,0,1
"718",767,"UNI52","Full-time","No","Year 1","3","Psychology Hons BSC","No","Female ","Non-UKRN",1,2,2,2,2,2,2,2,2,2,2,2,2,0,-2,2,0,24,24,1,0,0,0,0,1
"719",768,"UNI52","Full-time","No","Year 1","3","Psychology with English Language","Yes","Female","Non-UKRN",1,1,1,-1,1,-1,1,0,-1,1,1,1,2,0,0,-1,1,6,6,1,1,0,0,0,1
"720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722",771,"UKRN08","Full-time","Yes","Placement Year","4","BSc Psychology","Yes","male","UKRN",1,1,2,1,2,2,2,2,1,2,2,1,2,1,0,-2,-2,17,17,1,1,1,0,0,1
"723",772,"UNI52","Full-time","Other (Please specify)","Year 1","3","Bachelor Of Arts With Honours (Combined) - Accounting & Finance And Psychology","No","Female","Non-UKRN",1,1,0,1,0,0,2,1,1,0,2,1,2,1,1,-1,-1,11,11,1,1,0,0,0,1
"724",773,"UNI52","Full-time","No","Year 2","3","Psychology","Yes","Female","Non-UKRN",1,1,0,0,1,1,-1,1,0,0,1,1,1,0,-1,0,-1,4,4,1,0,0,1,0,1
"725",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"726",775,"UNI52","Full-time","No","Year 2","3","Psychology and Criminology","Yes","Non-Binary","Non-UKRN",1,2,2,1,2,2,2,2,2,2,2,-1,1,0,-1,0,-1,17,17,1,0,0,0,0,1
"727",776,"UNI52","Full-time","No","Final Year","3","Biology and Psychology","Yes","Female","Non-UKRN",1,2,1,-1,1,-1,1,2,1,-1,-1,1,2,-1,0,-2,-1,3,3,1,0,0,0,0,1
"728",777,"UKRN08","Full-time","No","Year 2","3","Psychology (BSc)","Yes","Female","UKRN",1,2,2,2,2,1,2,0,2,2,0,2,2,2,0,-1,-1,19,19,1,1,1,0,0,1
"729",778,"UKRN08","Full-time","Yes","Year 2","3","Psychology","No","Female","UKRN",1,1,2,1,1,1,1,2,2,1,0,2,1,2,2,-1,-1,17,17,1,1,0,1,1,1
"730",779,"UNI52","Full-time","No","Final Year","3","Psychology ","No","Male","Non-UKRN",1,2,2,0,1,0,1,-1,-1,1,-1,1,2,1,2,-1,-1,8,8,1,1,0,0,0,1
"731",780,"UKRN08","Full-time","No","Year 1","3","BSC (Hons) Psychology","Yes","Female ","UKRN",1,2,2,1,1,1,1,2,1,1,-2,2,2,1,1,0,-2,14,14,1,1,1,0,1,1
"732",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733",782,"UNI52","Full-time","No","Year 2","3","Bachelor Of Arts With Honours (Combined) - Criminology And Psychology","Yes","female","Non-UKRN",1,1,2,0,0,2,1,2,2,2,-2,1,1,-1,-1,0,-2,8,8,1,0,0,0,0,1
"734",784,"UKRN08","Full-time","No","Year 2","3","Psychology with Sociology ","No","Female ","UKRN",1,2,1,1,1,1,0,0,0,1,0,2,2,2,2,0,-1,14,14,1,1,1,0,1,1
"735",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736",786,"UNI52","Full-time","No","Year 1","3","Psychology ","Yes","Female ","Non-UKRN",1,2,1,0,0,1,1,1,1,0,-2,-1,2,1,1,-1,-1,6,6,1,1,1,0,0,1
"737",787,"UNI52","Full-time","No","Year 1","3","Sports Psychology","Yes","Male","Non-UKRN",1,1,0,1,-1,1,1,1,1,1,1,0,1,-1,-1,-1,-1,4,4,1,1,0,0,0,1
"738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739",789,"UNI52","Full-time","No","Year 1","3","Bachelor Of Arts With Honours (Combined) - Psychology And Special Educational Needs","No","Female","Non-UKRN",1,2,1,2,2,1,1,2,1,2,-2,1,2,1,2,1,-1,18,18,1,1,1,1,1,1
"740",790,"UNI01","Full-time","No","Year 2","3","psychology","Yes","female ","Non-UKRN",1,2,1,2,1,1,1,2,0,2,1,0,1,1,-1,-1,0,13,13,1,1,0,0,0,1
"741",791,"UKRN08","Full-time","No","Year 2","3","Psychology with Criminology ","Yes","Female","UKRN",1,1,-1,1,-1,0,1,0,-1,1,-2,2,1,1,-2,0,-2,-1,-1,1,1,0,0,0,1
"742",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744",795,"UNI52","Full-time","No","Year 1","3","BSc Psychology ","No","Female","Non-UKRN",1,2,2,-2,-2,2,2,2,2,2,-2,2,2,2,-2,2,0,14,14,1,0,0,0,0,1
"745",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746",797,"UNI01","Full-time","No","Final Year","3","Psychology Bsc Single Hons","No","Female","Non-UKRN",1,1,2,2,2,1,0,-1,-1,2,-2,1,2,1,1,1,-2,10,10,1,1,1,1,1,1
"747",798,"UNI52","Full-time","No","Final Year","3","Psychology","No","Female","Non-UKRN",1,1,1,1,-1,1,1,1,1,1,-1,1,2,1,1,1,-1,11,11,1,0,0,1,1,1
"748",799,"UKRN08","Full-time","Yes","Year 2","3","Psychology BSc (Hons)","Yes","Female","UKRN",1,2,2,2,1,1,2,1,0,-1,-2,1,2,2,-1,-2,-1,9,9,1,1,0,1,1,1
"749",800,"UKRN08","Full-time","Yes","Year 2","4","Psychology with Criminology","No","Female","UKRN",1,2,0,1,-1,1,0,-1,0,1,-1,1,0,1,-2,2,-1,3,3,1,1,0,0,0,1
"750",801,"UNI52","Full-time","No","Year 2","3","BSc Psychology","No","Female","Non-UKRN",1,1,1,0,1,1,0,2,1,1,-1,1,2,1,1,0,-1,11,11,1,1,0,0,0,1
"751",802,"UNI68","Full-time","Yes","Placement Year","4","Psychology with a professional placement year ","Yes","Female ","Non-UKRN",1,2,2,2,1,0,1,2,1,1,-2,2,2,1,2,-2,-1,14,14,1,1,0,0,0,1
"752",803,"UNI68","Full-time","No","Year 1","3","Psychology with Business Management","Yes","Female","Non-UKRN",1,2,2,1,-1,1,1,-1,-1,1,-1,2,1,0,-2,-1,-1,3,3,1,1,1,0,0,1
"753",804,"UNI68","Full-time","No","Year 2","3","Psychology","Yes","Female","Non-UKRN",1,2,2,-1,1,-1,1,-1,-1,-1,1,2,1,0,1,-2,0,4,4,1,1,0,0,0,1
"754",805,"UNI68","Full-time","No","Year 2","3","Psychology with Clinical Approaches ","Yes","Female","Non-UKRN",1,2,2,1,1,1,1,1,0,1,-1,1,2,0,1,-1,-1,11,11,1,1,1,1,1,1
"755",806,"UNI68","Full-time","Yes","Year 2","4","Psychology BSc","Yes","Female","Non-UKRN",1,2,2,1,1,2,1,1,1,2,1,1,2,1,0,1,1,20,20,1,0,1,1,0,1
"756",807,"UNI68","Full-time","Yes","Final Year","4","Psychology with a Professional Placement","Yes","female","Non-UKRN",1,1,2,1,2,1,2,2,1,2,1,1,2,1,1,1,1,22,22,1,1,1,1,1,1
"757",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"758",809,"UNI68","Full-time","Yes","Year 1","3","Psychology with Neuroscience","Yes","Female","Non-UKRN",1,2,2,-1,1,1,2,-1,-1,1,-1,1,2,1,2,-1,1,11,11,1,1,1,0,0,1
"759",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"760",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"764",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"765",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"766",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"767",818,"UKRN08","Full-time","Yes","Placement Year","4","Psychology","No","Female ","UKRN",1,1,2,2,-1,1,2,2,1,2,1,2,2,2,2,1,-2,20,20,1,1,1,1,1,1
"768",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769",820,"UNI68","Full-time","No","Final Year","4","Psychology and criminology ","Yes","Female","Non-UKRN",1,2,2,1,-1,2,1,1,1,2,1,1,2,1,-1,1,0,16,16,1,1,0,0,0,1
"770",821,"UNI68","Full-time","No","Year 1","3","Psychology BSc ","No","Male (ftm)","Non-UKRN",1,2,1,-1,2,2,1,2,1,1,-1,1,2,0,1,1,1,16,16,1,1,1,0,0,1
"771",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"772",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"773",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"774",825,"UNI68","Full-time","No","Year 2","3","Bsc Psychology","Yes","Female","Non-UKRN",1,1,1,1,1,-1,-1,1,1,1,1,1,2,-1,1,-1,-1,7,7,1,1,0,0,0,1
"775",826,"UKRN08","Full-time","Yes","Year 2","3","Psychology","No","Female ","UKRN",1,2,1,0,-2,2,-1,2,1,1,-1,1,-1,2,-1,0,-2,4,4,1,1,1,0,0,1
"776",827,"UKRN08","Full-time","Yes","Placement Year","3","Psychology ","Yes","Female ","UKRN",1,1,1,0,1,1,1,1,0,1,1,2,2,2,2,-1,-1,14,14,1,1,1,1,1,1
