"","ID","Uni","Full_Part","PTY","Current_Year","Course_Duration","Course_Name","Previous_Training","Gender","UKRN","timepoint","Perception_Replication1","Perception_Replication2","Perception_Materials1","Perception_Materials2","Perception_Education1","Perception_Education2","Perception_Access1","Perception_Access2","Perception_Data1","Perception_Data2","Perception_Power1","Perception_Power2","Perception_Preregistration1","Perception_Preregistration2","Perception_Preprint1","Perception_Preprint2","Perception_Score_Total","Perception_Score_Mean","crisis_aware","crisis_learnt","crisis_explain","os_explain","os_learnt","Perception_Completed"
"254",258,"UKRN01","Full-time","No","Year 2","2","Psychology BSc","Yes","Female","UKRN",1,1,2,1,1,1,1,1,1,1,0,2,2,0,-1,-1,-2,10,10,1,1,1,0,1,1
"255",259,"UKRN01","Full-time","Yes","Placement Year","4","Psychology","Yes","Female","UKRN",1,1,1,1,-1,1,0,-1,-1,0,-1,1,1,1,-1,-1,-1,0,0,1,1,1,0,0,1
"256",260,"UKRN01","Full-time","Yes","Placement Year","4","Psychology BSc","Yes","Female","UKRN",1,1,2,-1,1,1,2,2,0,-2,-1,2,2,0,2,-1,0,10,10,1,1,1,0,0,1
"257",261,"UKRN01","Full-time","Yes","Year 1","4","Psychology","Yes","female","UKRN",1,1,2,1,0,1,1,2,2,1,1,1,2,-1,2,1,-1,16,16,1,0,0,0,0,1
"258",262,"UKRN01","Full-time","No","Year 2","3","psychology","Yes","female","UKRN",1,1,2,1,1,1,0,1,1,1,0,1,2,1,1,-1,-1,12,12,1,1,0,1,1,1
"259",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262",266,"UKRN01","Full-time","Yes","Placement Year","4","BSc Psychology with placement year","Yes","female","UKRN",1,2,1,1,1,1,0,-1,-1,0,-1,1,2,0,1,-1,-1,5,5,1,1,0,0,0,1
"263",267,"UKRN01","Full-time","Yes","Year 1","4","Psychology","Yes","Female","UKRN",1,2,1,1,0,0,1,2,-1,1,0,-1,2,1,-1,0,-1,7,7,1,0,1,0,0,1
"264",268,"UKRN01","Full-time","Yes","Year 2","4","Bsc Psychology","Yes","female","UKRN",1,1,2,1,1,1,0,1,-1,2,1,1,2,1,-1,-1,-1,10,10,1,1,1,1,1,1
"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270",274,"UKRN01","Full-time","No","Year 2","3","Undergraduate Psychology","No","Female","UKRN",1,1,1,1,1,2,1,2,1,2,2,1,2,2,0,-1,-2,16,16,1,1,1,1,1,1
"271",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274",278,"UKRN01","Full-time","Yes","Year 1","4","Psychology","Yes","Female","UKRN",1,2,2,0,1,1,2,2,1,2,-2,2,2,0,2,-2,-2,13,13,1,0,1,0,0,1
"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278",282,"UKRN06","Full-time","No","Year 2","3","BSc Psychology ","Yes","Female ","UKRN",1,2,1,2,-1,2,2,1,1,2,-1,1,2,1,2,-1,-1,15,15,1,1,1,1,1,1
"279",283,"UKRN06","Full-time","No","Year 1","3","Psychology","No","Female","UKRN",1,2,1,2,2,2,2,2,2,2,1,1,1,2,-1,-1,-1,19,19,1,1,1,1,1,1
"280",284,"UKRN06","Full-time","No","Year 2","3","Psychology BSc","Yes","Female","UKRN",1,0,1,1,0,0,1,1,1,0,1,-1,2,-1,0,-1,-1,4,4,1,1,1,0,0,1
"281",285,"UKRN06","Full-time","Yes","Placement Year","3","BSc Experimental Psychology","Yes","f","UKRN",1,1,1,1,2,2,2,0,2,2,2,1,2,1,2,-1,0,20,20,1,1,1,0,1,1
"282",286,"UKRN06","Full-time","No","Final Year","3","Experimental psychology","Yes","Male","UKRN",1,1,1,1,2,-1,-1,-1,-1,1,1,1,2,1,2,0,-2,7,7,1,1,1,1,1,1
"283",287,"UKRN06","Full-time","No","Year 1","3","BSc Psychology","Yes","Female ","UKRN",1,1,1,1,1,0,1,-1,-1,1,1,-1,2,1,0,0,0,7,7,1,0,0,0,0,1
"284",288,"UKRN06","Full-time","No","Year 2","3","BSc psychology ","Yes","Female ","UKRN",1,2,0,1,0,2,0,1,1,2,1,1,1,2,1,1,0,16,16,1,1,1,1,1,1
"285",289,"UKRN06","Full-time","No","Final Year","3","Psychological Science","Yes","Female","UKRN",1,1,1,1,1,0,0,1,0,2,1,2,2,2,1,-1,1,15,15,1,1,1,0,0,1
"286",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287",291,"UKRN06","Full-time","No","Final Year","4","BSc psychology","No","Female","UKRN",1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,31,31,1,1,1,1,0,1
"288",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289",293,"UKRN06","Full-time","No","Year 2","3","Psychology","Yes","Female","UKRN",1,2,1,1,2,1,1,2,2,2,1,1,2,1,2,-1,-2,18,18,1,1,0,1,1,1
"290",294,"UKRN06","Full-time","No","Year 2","4","Psychology with Innovation","Yes","Female","UKRN",1,1,2,2,2,2,1,2,2,1,2,2,2,2,1,-2,1,23,23,1,1,1,1,1,1
"291",295,"UKRN06","Full-time","No","Year 1","3","Psychology","Yes","female","UKRN",1,1,1,1,2,1,1,2,1,1,-1,1,2,1,1,-1,-1,13,13,1,0,0,0,1,1
"292",296,"UKRN06","Full-time","No","Final Year","3","Psychological Science","Yes","Male","UKRN",1,2,2,2,1,1,0,0,1,2,-2,0,0,2,-2,-2,-2,5,5,1,1,1,0,0,1
"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295",299,"UKRN06","Full-time","No","Year 1","3","Psychology BsC","Yes","Male","UKRN",1,2,2,1,2,2,1,1,-1,1,-2,-2,2,1,2,-2,-1,9,9,1,1,1,0,0,1
"296",300,"UKRN06","Full-time","No","Final Year","3","Psychology","Yes","Female","UKRN",1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,28,28,1,1,1,1,1,1
"297",301,"UKRN06","Full-time","No","Year 1","3","Psychology (BSc)","No","Female","UKRN",1,2,0,2,2,0,2,-1,-1,2,2,1,2,1,1,-2,-2,11,11,1,1,1,0,0,1
"298",302,"UNI04","Full-time","No","Final Year","4","BSc Psychology with a year abroad","Yes","Female","Non-UKRN",1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-2,24,24,1,1,1,0,0,1
"299",303,"UNI04","Full-time","No","Final Year","3","PSYCHOLOGY","Yes","FEMALE","Non-UKRN",1,2,0,1,0,0,1,1,0,1,-2,1,1,0,-1,-1,0,4,4,1,0,0,0,0,1
"300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301",305,"UNI04","Full-time","No","Final Year","3","Bsc Psychology","Yes","female ","Non-UKRN",1,1,1,-2,1,1,1,1,0,1,-1,1,1,1,1,-1,-2,5,5,1,1,1,0,0,1
"302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311",315,"UNI07","Full-time","No","Year 2","3","Psychology ","No","Female","Non-UKRN",1,1,2,1,2,1,1,1,-1,-1,-2,2,2,-2,2,-2,-1,6,6,1,1,0,0,0,1
"312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313",317,"UKRN08","Full-time","No","Final Year","3","Bsc Psychology","Yes","Female","UKRN",1,0,2,1,-2,-2,-1,0,0,0,-2,-2,2,0,2,-2,-2,-6,-6,1,1,1,0,0,1
"314",318,"UKRN08","Full-time","No","Final Year","3","BSc Psychology ","Yes","Female","UKRN",1,1,1,0,1,1,1,1,1,-1,-1,1,1,1,1,-1,-1,7,7,1,1,1,1,0,1
"315",319,"UKRN08","Full-time","Yes","Year 2","3","Psychology ","Yes","Female ","UKRN",1,1,2,0,1,2,0,2,1,2,-2,1,2,2,-1,0,-1,12,12,1,1,1,1,1,1
"316",320,"UKRN08","Full-time","No","Final Year","3","Psychology ","Yes","Female","UKRN",1,-2,2,2,2,-1,2,2,-2,2,2,-1,2,2,2,2,1,17,17,1,1,1,1,1,1
"317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319",323,"UKRN05","Full-time","Yes","Year 1","3","Psychology ","Yes","Female ","UKRN",1,2,1,1,1,-1,1,1,0,1,1,1,2,1,1,-1,-2,10,10,1,0,0,0,0,1
"320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322",327,"UKRN05","Full-time","No","Year 1","3","psychology","No","female","UKRN",1,1,1,1,1,1,-1,1,0,-2,-2,1,2,0,2,-1,-1,4,4,1,1,1,0,0,1
"323",328,"UKRN05","Full-time","No","Year 1","3","Psychology Bsc","No","female","UKRN",1,1,1,1,1,0,1,-1,-1,1,1,-1,1,0,2,-2,-2,3,3,1,0,1,0,0,1
"324",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325",331,"UKRN08","Full-time","Yes","Year 1","4","Psychology ","Yes","Female ","UKRN",1,2,2,2,2,2,2,2,1,2,1,2,2,2,0,2,2,28,28,1,1,1,1,1,1
"326",332,"UKRN06","Full-time","No","Year 2","3","Psychology BSc","Yes","Female","UKRN",1,1,2,1,1,2,2,2,1,0,1,1,2,2,1,1,-1,19,19,1,1,0,1,1,1
"327",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332",339,"UKRN01","Full-time","Yes","Year 1","3","Psychology","Yes","Male","UKRN",1,2,2,2,2,2,2,0,0,0,2,1,2,1,1,0,1,20,20,1,0,0,0,0,1
"333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334",341,"UNI19","Full-time","No","Final Year","3","BSc Psychology ","Yes","Female","Non-UKRN",1,-2,2,1,1,1,2,2,2,-2,1,2,2,0,-1,-2,-2,7,7,1,1,1,0,0,1
"335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337",344,"UNI19","Full-time","No","Year 2","3","Psychology","No","Male","Non-UKRN",1,2,2,2,2,1,2,1,-1,1,2,1,2,1,-1,-1,-1,15,15,1,1,1,0,0,1
"338",345,"UNI21","Full-time","Other (Please specify)","Year 2","3","BSc Psychology","No","Female","Non-UKRN",1,2,2,1,1,0,0,-1,1,1,1,1,2,2,2,-1,-2,12,12,1,1,1,0,0,1
"339",346,"UNI21","Full-time","No","Final Year","3","BSc Psychology ","No","Female ","Non-UKRN",1,1,2,1,2,0,0,1,-1,2,2,2,2,2,2,-1,-2,15,15,1,1,1,0,1,1
"340",347,"UNI21","Full-time","Other (Please specify)","Year 1","3","BSc Psychology ","No","Female","Non-UKRN",1,2,1,1,1,-1,1,1,1,1,1,1,2,0,2,-1,-1,12,12,1,1,1,0,0,1
"341",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342",349,"UNI21","Full-time","Other (Please specify)","Year 2","3","Psychology ","No","Female ","Non-UKRN",1,1,1,1,1,1,1,2,1,1,1,1,1,0,-1,-1,0,11,11,1,1,0,0,0,1
"343",350,"UNI21","Full-time","Other (Please specify)","Placement Year","3","BSc psychology","Yes","Male","Non-UKRN",1,2,2,2,1,1,2,2,1,2,-1,1,0,1,1,-1,-1,15,15,1,1,1,0,0,1
"344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345",352,"UNI19","Full-time","No","Final Year","3","BSc Psychology","Yes","female","Non-UKRN",1,2,1,1,2,2,1,2,2,0,-2,-1,2,-1,-2,-2,-2,5,5,1,1,1,1,0,1
"346",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348",355,"UNI21","Full-time","Other (Please specify)","Placement Year","3","BSc (Hons) Psychology","Yes","Female","Non-UKRN",1,2,2,-1,1,0,0,1,0,2,1,1,1,0,-1,-2,-1,6,6,1,0,1,1,1,1
"349",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351",358,"UNI21","Full-time","No","Year 2","3","BSc Psychology ","No","Female","Non-UKRN",1,1,1,-1,-1,1,1,1,1,1,1,1,2,1,1,-1,-1,9,9,1,0,1,0,0,1
"352",359,"UNI21","Full-time","Other (Please specify)","Year 1","3","Psychology ","No","Female","Non-UKRN",1,1,1,1,1,1,1,1,-1,2,1,2,2,-1,2,-2,-1,11,11,1,0,1,1,1,1
"353",360,"UNI21","Full-time","Other (Please specify)","Year 1","3","Psychology ","No","Female ","Non-UKRN",1,-2,2,-1,1,1,0,1,1,0,0,2,1,1,1,-1,-1,6,6,1,1,1,0,0,1
"354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356",363,"UNI22","Full-time","No","Final Year","4","Psychology BSc","Yes","Male","Non-UKRN",1,2,2,1,2,-1,-1,-1,-1,1,1,1,2,-1,2,-2,-2,5,5,1,1,0,1,1,1
"357",364,"UNI22","Full-time","No","Year 2","3","Psychology ","Yes","Male ","Non-UKRN",1,1,2,1,1,1,1,1,1,2,1,2,-1,0,-2,0,-1,10,10,1,1,0,0,1,1
"358",365,"UNI21","Full-time","Yes","Year 1","3","Psychology ","No","Female","Non-UKRN",1,2,2,2,2,1,1,1,1,1,-1,2,2,1,1,-1,-2,15,15,1,1,1,1,1,1
"359",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362",369,"UNI19","Full-time","No","Year 2","3","Psychology Bsc","Yes","Female","Non-UKRN",1,0,2,2,0,2,2,2,1,2,1,1,2,1,0,0,-1,17,17,1,1,1,0,1,1
"363",370,"UNI21","Full-time","Yes","Year 2","4","Psychology","No","Female","Non-UKRN",1,2,2,0,2,1,2,2,2,2,2,2,2,1,2,-1,0,23,23,1,1,1,0,0,1
"364",371,"UNI21","Full-time","Other (Please specify)","Placement Year","3","Psychology/ Psychology with year of professional placement ","No","male","Non-UKRN",1,2,2,2,2,2,2,2,1,2,2,2,2,0,2,-2,-2,21,21,1,1,1,1,0,1
"365",372,"UNI21","Full-time","No","Final Year","3","BScHons Psychology","No","Female","Non-UKRN",1,2,0,1,1,0,0,1,-1,2,-1,1,2,1,-2,-1,-1,5,5,1,1,0,0,0,1
"366",373,"UNI22","Full-time","No","Year 2","3","\psychology with criminology","Yes","female","Non-UKRN",1,2,1,1,1,1,2,2,2,2,2,1,1,0,-1,1,-1,17,17,1,0,0,1,0,1
"367",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370",377,"UNI19","Full-time","No","Year 2","3","Psychology ","Yes","Female ","Non-UKRN",1,1,1,1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,-1,4,4,1,0,1,0,0,1
"371",378,"UNI19","Full-time","No","Final Year","3","BSc Psychology","Yes","Male","Non-UKRN",1,1,2,1,1,1,1,-1,-1,1,1,1,1,1,-1,-1,1,9,9,1,0,1,0,0,1
"372",379,"UNI22","Full-time","No","Year 2","3","psychology with developmental disorders","No","female","Non-UKRN",1,2,1,0,-1,0,1,-1,0,1,-2,2,1,1,0,-1,-1,3,3,1,0,0,0,0,1
"373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374",381,"UNI22","Full-time","No","Year 1","3","Psychology with behavioural analysis","Yes","Female","Non-UKRN",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,-1,12,12,1,0,1,0,0,1
"375",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377",384,"UNI24","Full-time","No","Final Year","3","Psychology","Yes","Female","Non-UKRN",1,1,1,1,1,1,1,1,1,1,1,1,2,-2,-1,-2,-1,7,7,1,1,0,0,0,1
"378",385,"UNI24","Full-time","No","Year 1","3","Psychology and criminology ","Yes","Female ","Non-UKRN",1,1,0,1,-1,1,1,1,-1,1,1,1,1,0,-1,0,-1,5,5,1,0,0,0,0,1
"379",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
